timestamp,workflow,accepted,edit_made,tokens_used,processing_time_sec,notes
2026-05-22T18:03:26.027596,summarization,True,False,2000,26.33737301826477,
2026-05-22T18:05:05.394842,compliance,True,False,5000,15.33932089805603,
